judul,text,tokens,tanggal,sentimen
"Terusir' dari China, Sosok Ini Menjelma Jadi Raja Elektronik di RI","terusir dari china , sosok ini menjelma jadi raja elektronik di RI","['terus', '##ir', 'dari', 'china', ',', 'sosok', 'ini', 'menjelma', 'jadi', 'raja', 'elektronik', 'di', 'ri']",2024/12/28,netral
Kisah Guru SD Temukan Harta Karun Miliaran di Halaman Sekolah,kisah guru SD temukan harta karun miliaran di halaman sekolah,"['kisah', 'guru', 'sd', 'temukan', 'harta', 'karun', 'miliaran', 'di', 'halaman', 'sekolah']",2024/12/29,netral
"Sosok Pemilik Labubu, Crazy Rich Muda Asal China","sosok pemilik labubu , crazy rich muda asal china","['sosok', 'pemilik', 'labu', '##bu', ',', 'cra', '##zy', 'rich', 'muda', 'asal', 'china']",2024/12/29,netral
"Harta Kekayaan 8 Presiden RI, Ini Sosok Paling Tajir!","harta kekayaan 8 presiden RI , ini sosok paling tajir !","['harta', 'kekayaan', '8', 'presiden', 'ri', ',', 'ini', 'sosok', 'paling', 'taj', '##ir', '!']",2024/12/29,netral
Profil Taipan Minyak Singapura OK Lim yang Resmi Bangkrut,profil taipan minyak singapura OK lim yang resmi bangkrut,"['profil', 'tai', '##pan', 'minyak', 'singapura', 'ok', 'lim', 'yang', 'resmi', 'bangkrut']",2024/12/29,netral
Nah! Ini Sosok Pemilik MR.DIY yang Tokonya Menjamur di RI,nah ! ini sosok pemilik MR . DIY yang tokonya menjamur di RI,"['nah', '!', 'ini', 'sosok', 'pemilik', 'mr', '.', 'diy', 'yang', 'toko', '##nya', 'menjamur', 'di', 'ri']",2024/12/29,netral
"Disebut Mulai 2025, Ini Kabar Terbaru Asuransi Wajib Mobil-Motor","disebut mulai 2025 , ini kabar terbaru asuransi wajib mobil-motor","['disebut', 'mulai', '2025', ',', 'ini', 'kabar', 'terbaru', 'asuransi', 'wajib', 'mobil', '-', 'motor']",2024/12/30,netral
Ketakutan Jokowi Muncul Lagi di Era Prabowo,ketakutan jokowi muncul lagi di era prabowo,"['ketakutan', 'jokowi', 'muncul', 'lagi', 'di', 'era', 'prabowo']",2024/12/30,negatif
"Proyek Pembangkit Listrik TGRA Belum Jadi, Manajemen Buka Suara","proyek pembangkit listrik TGRA belum jadi , manajemen buka suara","['proyek', 'pembangkit', 'listrik', 'tg', '##ra', 'belum', 'jadi', ',', 'manajemen', 'buka', 'suara']",2024/12/30,netral
"Menang Kasus Hotel Kuta Paradiso, Fireworks Menanti Kepastian Eksekusi","menang kasus hotel kuta paradiso , fireworks menanti kepastian eksekusi","['menang', 'kasus', 'hotel', 'kuta', 'paradi', '##so', ',', 'fire', '##work', '##s', 'menanti', 'kepastian', 'eksekusi']",2024/12/30,netral
"IHSG Ditutup Merah Tahun 2024, Ini Catatan dari OJK","IHSG ditutup merah tahun 2024 , ini catatan dari OJK","['ihsg', 'ditutup', 'merah', 'tahun', '202', '##4', ',', 'ini', 'catatan', 'dari', 'ojk']",2024/12/30,negatif
Transaksi Saham Kena PPN 12% Mulai Tahun Depan,transaksi saham kena PPN 12% mulai tahun depan,"['transaksi', 'saham', 'kena', 'ppn', '12', '%', 'mulai', 'tahun', 'depan']",2024/12/30,netral
"Bantu Harvey Moeis Rugikan Negara Rp300 T, Helena Lim Divonis 5 Tahun","bantu harvey moeis rugikan negara rp 300 T , helena lim divonis 5 tahun","['bantu', 'harv', '##ey', 'mo', '##ei', '##s', 'rugi', '##kan', 'negara', 'rp', '300', 't', ',', 'hel', '##ena', 'lim', 'divonis', '5', 'tahun']",2024/12/30,negatif
"Sembunyi' di Qatar, Adrian Gunadi Investree Bakal Diburu Interpol","sembunyi di qatar , adrian gunadi investree bakal diburu interpol","['semb', '##unyi', 'di', 'qatar', ',', 'adrian', 'guna', '##di', 'invest', '##ree', 'bakal', 'diburu', 'inter', '##pol']",2024/12/30,negatif
"Banyak Emiten Delisting, Syarat IPO Bakal Diperketat Tahun Depan","banyak emiten delisting , syarat IPO bakal diperketat tahun depan","['banyak', 'emiten', 'deli', '##st', '##ing', ',', 'syarat', 'ip', '##o', 'bakal', 'diperk', '##eta', '##t', 'tahun', 'depan']",2024/12/30,negatif
"Akhir Perdagangan 2024, IHSG Finish di 7.079-an","akhir perdagangan 2024 , IHSG finish di 7079-an","['akhir', 'perdagangan', '202', '##4', ',', 'ihsg', 'finish', 'di', '70', '##79', '-', 'an']",2024/12/30,positif
"Pendapatan Tumbuh 37,9%, Begini Rencana Ekspansi Rukun Raharja (RAJA)","pendapatan tumbuh 37.9% , begini rencana ekspansi rukun raharja ( RAJA )","['pendapatan', 'tumbuh', '37', '.', '9', '%', ',', 'begini', 'rencana', 'ekspansi', 'rukun', 'rah', '##arja', '(', 'raja', ')']",2024/12/30,positif
Peringatan dari OJK: IHSG Akan Dihantui Hal Ini Tahun Depan,peringatan dari OJK : IHSG akan dihantui hal ini tahun depan,"['peringatan', 'dari', 'ojk', ':', 'ihsg', 'akan', 'dih', '##antui', 'hal', 'ini', 'tahun', 'depan']",2024/12/30,negatif
"Jelang Tutup Tahun Rupiah Menguat, Dolar Turun ke Rp16.130","jelang tutup tahun rupiah menguat , dolar turun ke rp 16.130","['jelang', 'tutup', 'tahun', 'rupiah', 'menguat', ',', 'dolar', 'turun', 'ke', 'rp', '16', '.', '130']",2024/12/30,positif
"Dilego Rp 4,5 Triliun, Siapa Pemilik Mal Central Park?","dilego rp 4.5 triliun , siapa pemilik mal central park ?","['dileg', '##o', 'rp', '4', '.', '5', 'triliun', ',', 'siapa', 'pemilik', 'mal', 'central', 'park', '?']",2024/12/30,netral
Bank Besar Kejar-Kejaran Aset Sepanjang 2024,bank besar kejar-kejaran aset sepanjang 2024,"['bank', 'besar', 'kejar', '-', 'kejar', '##an', 'aset', 'sepanjang', '202', '##4']",2024/12/30,netral
Menghitung Hari Ace Hardware Angkat Kaki dari Indonesia,menghitung hari ace hardware angkat kaki dari indonesia,"['menghitung', 'hari', 'ace', 'hardware', 'angkat', 'kaki', 'dari', 'indonesia']",2024/12/30,netral
Bank Swasta Boleh Salurkan Program Kredit Padat Karya Prabowo,bank swasta boleh salurkan program kredit padat karya prabowo,"['bank', 'swasta', 'boleh', 'sal', '##urkan', 'program', 'kredit', 'padat', 'karya', 'prabowo']",2024/12/30,netral
Utang Jutaan Petani dan Nelayan Akan Dihapus Prabowo,utang jutaan petani dan nelayan akan dihapus prabowo,"['utang', 'jutaan', 'petani', 'dan', 'nelayan', 'akan', 'dihapus', 'prabowo']",2024/12/30,netral
"IHSG Kurang Gairah, Saham Bank Raksasa Masih Tertekan","IHSG kurang gairah , saham bank raksasa masih tertekan","['ihsg', 'kurang', 'gairah', ',', 'saham', 'bank', 'raksasa', 'masih', 'tertekan']",2024/12/30,negatif
Pasar Modal RI Himpun Dana Rp 251 Triliun Sejak Awal Tahun,pasar modal RI himpun dana rp 251 triliun sejak awal tahun,"['pasar', 'modal', 'ri', 'him', '##pun', 'dana', 'rp', '25', '##1', 'triliun', 'sejak', 'awal', 'tahun']",2024/12/30,positif
"Ada Saja Gebrakan Amerika, BI Rate 2024 Maju Kena Mundur Kena","ada saja gebrakan amerika , BI rate 2024 maju kena mundur kena","['ada', 'saja', 'gebr', '##akan', 'amerika', ',', 'bi', 'rate', '202', '##4', 'maju', 'kena', 'mundur', 'kena']",2024/12/30,netral
"Baru Sehari Lepas Suspensi, Bursa Kembali Gembok Saham KJEN","baru sehari lepas suspensi , bursa kembali gembok saham KJEN","['baru', 'sehari', 'lepas', 'suspensi', ',', 'bursa', 'kembali', 'gemb', '##ok', 'saham', 'kj', '##en']",2024/12/30,negatif
"PP Aset Kripto Harus Segera Diundangkan, Ini Alasannya","PP aset kripto harus segera diundangkan , ini alasannya","['pp', 'aset', 'kri', '##pt', '##o', 'harus', 'segera', 'diundangkan', ',', 'ini', 'alasannya']",2024/12/30,netral
"Bitcoin Cs Loyo Jelang Tutup Tahun, Hanya Koin Ini yang Naik","bitcoin cs loyo jelang tutup tahun , hanya koin ini yang naik","['bitcoin', 'cs', 'loy', '##o', 'jelang', 'tutup', 'tahun', ',', 'hanya', 'koin', 'ini', 'yang', 'naik']",2024/12/30,negatif
"Breaking! Rupiah Alami Penguatan, Dolar Sentuh Rp16.135","breaking ! rupiah alami penguatan , dolar sentuh rp 16.135","['break', '##ing', '!', 'rupiah', 'alami', 'penguatan', ',', 'dolar', 'sentuh', 'rp', '16', '.', '135']",2024/12/30,positif
Siapa Pemilik Ramayana? Ini Dia Sosoknya,siapa pemilik ramayana ? ini dia sosoknya,"['siapa', 'pemilik', 'ramayana', '?', 'ini', 'dia', 'sosok', '##nya']",2024/12/30,netral
"Fenomena Bank Asing Angkat Kaki dari RI, Terbaru Bank Asal Australia","fenomena bank asing angkat kaki dari RI , terbaru bank asal australia","['fenomena', 'bank', 'asing', 'angkat', 'kaki', 'dari', 'ri', ',', 'terbaru', 'bank', 'asal', 'australia']",2024/12/30,negatif
"Rupiah Menguat di Tengah Tekanan Eksternal, Dolar Turun ke Rp16.170","rupiah menguat di tengah tekanan eksternal , dolar turun ke rp 16.170","['rupiah', 'menguat', 'di', 'tengah', 'tekanan', 'eksternal', ',', 'dolar', 'turun', 'ke', 'rp', '16', '.', '170']",2024/12/30,positif
"Anak Usaha CUAN Prajogo Dapat Guyuran Kredit Rp 2,43 T dari BNI",anak usaha CUAN prajogo dapat guyuran kredit rp 2.43 t dari BNI,"['anak', 'usaha', 'cu', '##an', 'pra', '##jog', '##o', 'dapat', 'guy', '##uran', 'kredit', 'rp', '2', '.', '43', 't', 'dari', 'bni']",2024/12/30,positif
Wamen Kasih Bocoran 6 BUMN Karya yang Mau Digabung Jadi 3,wamen kasih bocoran 6 BUMN karya yang mau digabung jadi 3,"['wa', '##men', 'kasih', 'bocoran', '6', 'bumn', 'karya', 'yang', 'mau', 'digabung', 'jadi', '3']",2024/12/30,netral
Garuda Indonesia (GIAA) Terbangkan 77.552 Penumpang Saat Libur Nataru,garuda indonesia ( GIAA ) terbangkan 77.552 penumpang saat libur nataru,"['garuda', 'indonesia', '(', 'gi', '##aa', ')', 'terbang', '##kan', '77', '.', '55', '##2', 'penumpang', 'saat', 'libur', 'nata', '##ru']",2024/12/30,positif
Siapa Pemilik Mal Grand Indonesia? Ini Sosoknya,siapa pemilik mal grand indonesia ? ini sosoknya,"['siapa', 'pemilik', 'mal', 'grand', 'indonesia', '?', 'ini', 'sosok', '##nya']",2024/12/30,netral
Perbankan RI Blokir 8.500 Rekening Terafiliasi Judol Selama 2024,perbankan RI blokir 8.500 rekening terafiliasi judol selama 2024,"['perbankan', 'ri', 'blokir', '8', '.', '500', 'rekening', 'ter', '##afi', '##lia', '##si', 'jud', '##ol', 'selama', '202', '##4']",2024/12/31,negatif
"Catatan Akhir Tahun Perbankan RI, Rapor Bank Syariah, BPD, BPR","catatan akhir tahun perbankan RI , rapor bank syariah , BPD , BPR","['catatan', 'akhir', 'tahun', 'perbankan', 'ri', ',', 'rapor', 'bank', 'syariah', ',', 'bpd', ',', 'bpr']",2024/12/31,netral
"Adani Group Jual Seluruh Saham di Adani Wilmar, Nilainya Rp 32 Triliun","adani group jual seluruh saham di adani wilmar , nilainya rp 32 triliun","['ada', '##ni', 'group', 'jual', 'seluruh', 'saham', 'di', 'ada', '##ni', 'wil', '##mar', ',', 'nilainya', 'rp', '32', 'triliun']",2024/12/31,negatif
"Lengkap, Ini Batas Bunga & Aturan Baru Pinjol Berlaku Mulai 2025","lengkap , ini batas bunga aturan baru pinjol berlaku mulai 2025","['lengkap', ',', 'ini', 'batas', 'bunga', 'aturan', 'baru', 'pinj', '##ol', 'berlaku', 'mulai', '2025']",2024/12/31,netral
"OJK Godok Aturan Baru Pay Later, Ada Batas Usia & Minimal Gaji","OJK godok aturan baru pay later , ada batas usia minimal gaji","['ojk', 'god', '##ok', 'aturan', 'baru', 'pay', 'lat', '##er', ',', 'ada', 'batas', 'usia', 'minimal', 'gaji']",2024/12/31,netral
7 Tanda Anda Siap Memulai Bisnis di Tahun 2025,7 tanda anda siap memulai bisnis di tahun 2025,"['7', 'tanda', 'anda', 'siap', 'memulai', 'bisnis', 'di', 'tahun', '2025']",2024/12/31,netral
5 Koin Kripto yang Diramal Bawa Cuan di 2025,5 koin kripto yang diramal bawa cuan di 2025,"['5', 'koin', 'kri', '##pt', '##o', 'yang', 'diram', '##al', 'bawa', 'cu', '##an', 'di', '2025']",2024/12/31,netral
"Rupiah Menguat di Akhir Tahun, Dolar AS Turun ke Rp 16.090","rupiah menguat di akhir tahun , dolar AS turun ke rp 16.090","['rupiah', 'menguat', 'di', 'akhir', 'tahun', ',', 'dolar', 'as', 'turun', 'ke', 'rp', '16', '.', '09', '##0']",2024/12/31,positif
"Transaksi Bursa Karbon Tembus Rp 19,73 M Hingga Akhir 2024",transaksi bursa karbon tembus rp 19.73 m hingga akhir 2024,"['transaksi', 'bursa', 'karbon', 'tembus', 'rp', '19', '.', '73', 'm', 'hingga', 'akhir', '202', '##4']",2024/12/31,positif
Peralihan Pengawasan Kripto Harus Tuntas Sebelum 12 Januari 2025,peralihan pengawasan kripto harus tuntas sebelum 12 januari 2025,"['peralihan', 'pengawasan', 'kri', '##pt', '##o', 'harus', 'tuntas', 'sebelum', '12', 'januari', '2025']",2024/12/31,netral
"Gonjang Ganjing Emiten Ritel: Matahari Tutup Toko, BATA Tutup Pabrik","gonjang ganjing emiten ritel : matahari tutup toko , BATA tutup pabrik","['gon', '##jang', 'ganj', '##ing', 'emiten', 'ritel', ':', 'matahari', 'tutup', 'toko', ',', 'bata', 'tutup', 'pabrik']",2024/12/31,negatif
Siap-Siap Awal Tahun BSSR Bakal Guyur Dividen Interim Kedua,siap-siap awal tahun BSSR bakal guyur dividen interim kedua,"['siap', '-', 'siap', 'awal', 'tahun', 'bs', '##sr', 'bakal', 'guy', '##ur', 'dividen', 'inter', '##im', 'kedua']",2024/12/31,positif
BI: Temuan Uang Palsu Terus Turun,BI : temuan uang palsu terus turun,"['bi', ':', 'temuan', 'uang', 'palsu', 'terus', 'turun']",2024/12/31,netral
"Garap Bisnis Bank Kustodian, BSI Kelola Aset Rp110 Triliun","garap bisnis bank kustodian , BSI kelola aset rp 110 triliun","['gara', '##p', 'bisnis', 'bank', 'kus', '##to', '##dian', ',', 'bs', '##i', 'kelola', 'aset', 'rp', '110', 'triliun']",2024/12/31,positif
Penjelasan BI Soal Uang & Sertifikat Palsu Rp745 T di UIN Makassar,penjelasan BI soal uang sertifikat palsu rp 745 t di UIN makassar,"['penjelasan', 'bi', 'soal', 'uang', 'sertifikat', 'palsu', 'rp', '74', '##5', 't', 'di', 'uin', 'makassar']",2024/12/31,negatif
"BTN Bukukan Kenaikan Kredit dan DPK per November 2024, Segini Nilainya","BTN bukukan kenaikan kredit dan DPK per november 2024 , segini nilainya","['btn', 'buku', '##kan', 'kenaikan', 'kredit', 'dan', 'dp', '##k', 'per', 'november', '202', '##4', ',', 'segi', '##ni', 'nilainya']",2024/12/31,netral
"Indocement (INTP) Buyback Saham Rp 565,05 Miliar di Harga Segini",indocement ( INTP ) buyback saham rp 565.05 miliar di harga segini,"['indo', '##ce', '##ment', '(', 'int', '##p', ')', 'buy', '##back', 'saham', 'rp', '56', '##5', '.', '05', 'miliar', 'di', 'harga', 'segi', '##ni']",2024/12/31,positif
Mandiri Capital Pamerkan Livin & Kopra ke Raksasa Keuangan Ini,mandiri capital pamerkan livin kopra ke raksasa keuangan ini,"['mandiri', 'capital', 'pamer', '##kan', 'liv', '##in', 'kop', '##ra', 'ke', 'raksasa', 'keuangan', 'ini']",2024/12/31,positif
"Jelang Pergantian Tahun, Ini Daftar 5 Orang Terkaya RI Terbaru","jelang pergantian tahun , ini daftar 5 orang terkaya RI terbaru","['jelang', 'pergantian', 'tahun', ',', 'ini', 'daftar', '5', 'orang', 'terkaya', 'ri', 'terbaru']",2024/12/31,netral
BEI Targetkan 66 Perusahaan Melantai di Bursa Tahun 2025,BEI targetkan 66 perusahaan melantai di bursa tahun 2025,"['bei', 'targetkan', '66', 'perusahaan', 'melan', '##ta', '##i', 'di', 'bursa', 'tahun', '2025']",2024/12/31,positif
BUMN Ini Soroti Produk Impor Ilegal yang Ancam Usaha Tekstil,BUMN ini soroti produk impor ilegal yang ancam usaha tekstil,"['bumn', 'ini', 'sorot', '##i', 'produk', 'impor', 'ilegal', 'yang', 'ancam', 'usaha', 'tekstil']",2024/12/31,negatif
"Biaya Ganti & Cetak Kartu BCA per 15 Januari 2024, Ada yang Naik 100%","biaya ganti cetak kartu BCA per 15 januari 2024 , ada yang naik 100%","['biaya', 'ganti', 'cetak', 'kartu', 'bca', 'per', '15', 'januari', '202', '##4', ',', 'ada', 'yang', 'naik', '100', '%']",2024/12/31,netral
"Terkuak, Ini Rahasia Apple Dekati Rekor Valuasi Rp 64 Kuadriliun","terkuak , ini rahasia apple dekati rekor valuasi rp 64 kuadriliun","['terku', '##ak', ',', 'ini', 'rahasia', 'apple', 'dekat', '##i', 'rekor', 'valu', '##asi', 'rp', '64', 'kuad', '##ril', '##iu', '##n']",2024/12/31,netral
Krakatau Steel Buka Opsi Boyong Anak Usaha Buat IPO,krakatau steel buka opsi boyong anak usaha buat IPO,"['krakatau', 'steel', 'buka', 'opsi', 'boy', '##ong', 'anak', 'usaha', 'buat', 'ip', '##o']",2024/12/31,positif
"KRL Diserbu! Jumlah Penumpang Tembus 1,2 Juta Saat Natal & Tahun Baru",KRL diserbu ! jumlah penumpang tembus 1.2 juta saat natal tahun baru,"['krl', 'diser', '##bu', '!', 'jumlah', 'penumpang', 'tembus', '1', '.', '2', 'juta', 'saat', 'natal', 'tahun', 'baru']",2025/01/01,positif
"Pengawasan Aset Kripto Bakal Dipindah ke OJK, Ini Kata Asosiasi!","pengawasan aset kripto bakal dipindah ke OJK , ini kata asosiasi !","['pengawasan', 'aset', 'kri', '##pt', '##o', 'bakal', 'dipindah', 'ke', 'ojk', ',', 'ini', 'kata', 'asosiasi', '!']",2025/01/01,netral
"Ini Gaji Terkecil dan Batas Usia Pay Later, Aturan Baru OJK Disiapkan","ini gaji terkecil dan batas usia pay later , aturan baru OJK disiapkan","['ini', 'gaji', 'terkecil', 'dan', 'batas', 'usia', 'pay', 'lat', '##er', ',', 'aturan', 'baru', 'ojk', 'disiapkan']",2025/01/01,netral
8 Kripto Ini Bakal Jadi Primadona di Tahun 2025,8 kripto ini bakal jadi primadona di tahun 2025,"['8', 'kri', '##pt', '##o', 'ini', 'bakal', 'jadi', 'primadona', 'di', 'tahun', '2025']",2025/01/01,netral
"Dukung Ekonomi RI, Simak 10 Pencapaian BRI di 2024","dukung ekonomi RI , simak 10 pencapaian BRI di 2024","['dukung', 'ekonomi', 'ri', ',', 'simak', '10', 'pencapaian', 'bri', 'di', '202', '##4']",2025/01/01,positif
Cara Putihkan Nama dari Kredit Macet SLIK OJK atau BI Checking di 2025,cara putihkan nama dari kredit macet SLIK OJK atau BI checking di 2025,"['cara', 'putih', '##kan', 'nama', 'dari', 'kredit', 'macet', 'sl', '##ik', 'ojk', 'atau', 'bi', 'checkin', '##g', 'di', '2025']",2025/01/01,netral
"Anggota TNI Mendadak Dapat Rp 50 Miliar Semalam, Langsung Jadi OKB","anggota TNI mendadak dapat rp 50 miliar semalam , langsung jadi OKB","['anggota', 'tni', 'mendadak', 'dapat', 'rp', '50', 'miliar', 'semalam', ',', 'langsung', 'jadi', 'ok', '##b']",2025/01/01,netral
Cek Biaya Admin Rekening BCA-Mandiri-BNI-BRI Terbaru 2025,cek biaya admin rekening bca-mandiri-bni-bri terbaru 2025,"['cek', 'biaya', 'admin', 'rekening', 'bca', '-', 'mandiri', '-', 'bni', '-', 'bri', 'terbaru', '2025']",2025/01/01,netral
"Gali Sawah, Petani Jawa Tiba-tiba Ketemu Harta Karun Emas 16 Kilogram","gali sawah , petani jawa tiba-tiba ketemu harta karun emas 16 kilogram","['gali', 'sawah', ',', 'petani', 'jawa', 'tiba', '-', 'tiba', 'ketemu', 'harta', 'karun', 'emas', '16', 'kilogram']",2025/01/01,netral
"Sambut 2025, Wall Street Dibuka Semringah","sambut 2025 , wall street dibuka semringah","['sambut', '2025', ',', 'wall', 'street', 'dibuka', 'sem', '##ring', '##ah']",2025/01/02,positif
"Erick Lapor Prabowo, Proyek Terminal 4 Soetta Batal Bikin Hemat Rp13 T","erick lapor prabowo , proyek terminal 4 soetta batal bikin hemat rp 13 t","['eric', '##k', 'lapor', 'prabowo', ',', 'proyek', 'terminal', '4', 'soet', '##ta', 'batal', 'bikin', 'hemat', 'rp', '13', 't']",2025/01/02,negatif
"Soal Kelanjutan Diskon Harga Tiket Pesawat, Begini Kata Erick Thohir","soal kelanjutan diskon harga tiket pesawat , begini kata erick thohir","['soal', 'kelanjutan', 'diskon', 'harga', 'tiket', 'pesawat', ',', 'begini', 'kata', 'eric', '##k', 'tho', '##hir']",2025/01/02,netral
Bappebti: Transisi Pengawasan Kripto dari OJK Rampung Kuartal I-2025,bappebti : transisi pengawasan kripto dari OJK rampung kuartal I-2025,"['bapp', '##eb', '##ti', ':', 'transisi', 'pengawasan', 'kri', '##pt', '##o', 'dari', 'ojk', 'rampung', 'kuartal', 'i', '-', '2025']",2025/01/02,netral
"Jalannya Sudah Ada, tapi Belum Ada BPR Minat IPO Tahun Ini","jalannya sudah ada , tapi belum ada BPR minat IPO tahun ini","['jalannya', 'sudah', 'ada', ',', 'tapi', 'belum', 'ada', 'bpr', 'minat', 'ip', '##o', 'tahun', 'ini']",2025/01/02,netral
"Menteri Erick Soroti Kecelakaan Pesawat, Ini Katanya","menteri erick soroti kecelakaan pesawat , ini katanya","['menteri', 'eric', '##k', 'sorot', '##i', 'kecelakaan', 'pesawat', ',', 'ini', 'katanya']",2025/01/02,netral
"Erick Minta Garuda Cs Bikin Road Map 6 Bulan,Termasuk Rencana Merger","erick minta garuda cs bikin road map 6 bulan , termasuk rencana merger","['eric', '##k', 'minta', 'garuda', 'cs', 'bikin', 'road', 'map', '6', 'bulan', ',', 'termasuk', 'rencana', 'merger']",2025/01/02,netral
"Banyak Kecelakaan, Erick Panggil Bos Maskapai BUMN Bahas Lebaran","banyak kecelakaan , erick panggil bos maskapai BUMN bahas lebaran","['banyak', 'kecelakaan', ',', 'eric', '##k', 'panggil', 'bos', 'maskapai', 'bumn', 'bahas', 'lebaran']",2025/01/02,netral
Ace Hardware Ganti Merek Jadi AZKO,ace hardware ganti merek jadi AZKO,"['ace', 'hardware', 'ganti', 'merek', 'jadi', 'az', '##ko']",2025/01/02,netral
"IHSG Ngegas 1% Awal 2025, Balik ke 7.100-an","IHSG ngegas 1% awal 2025 , balik ke 7100-an","['ihsg', 'nge', '##gas', '1', '%', 'awal', '2025', ',', 'balik', 'ke', '710', '##0', '-', 'an']",2025/01/02,positif
"CMNP Rombak Pengurus, 2 Anak Jusuf Hamka & Istri Denny Sumargo Mundur","CMNP rombak pengurus , 2 anak jusuf hamka istri denny sumargo mundur","['cm', '##np', 'rom', '##bak', 'pengurus', ',', '2', 'anak', 'jusuf', 'hamka', 'istri', 'denny', 'sum', '##arg', '##o', 'mundur']",2025/01/02,netral
Bappebti Buka Suara Soal 1 Perusahaan Kripto Mau IPO,bappebti buka suara soal 1 perusahaan kripto mau IPO,"['bapp', '##eb', '##ti', 'buka', 'suara', 'soal', '1', 'perusahaan', 'kri', '##pt', '##o', 'mau', 'ip', '##o']",2025/01/02,netral
"Pelaku Pasar Sorot Inflasi dan PMI RI, Dolar AS Lompat ke Rp 16.190","pelaku pasar sorot inflasi dan PMI RI , dolar AS lompat ke rp 16.190","['pelaku', 'pasar', 'sorot', 'inflasi', 'dan', 'pmi', 'ri', ',', 'dolar', 'as', 'lompat', 'ke', 'rp', '16', '.', '190']",2025/01/02,negatif
"Transisi Mulus, OJK Segera Ambil Alih Pengawasan Kripto","transisi mulus , OJK segera ambil alih pengawasan kripto","['transisi', 'mulus', ',', 'ojk', 'segera', 'ambil', 'alih', 'pengawasan', 'kri', '##pt', '##o']",2025/01/02,positif
